src,prod,name
C1C=CCCC=1.C1=CCCC1.Oc1ccc(cc1)O,C1=CC2CCC1C1CCCC21,Diels-Alder cycloaddition
CC1(C=CC=CC1=O)C.C#CCCO.c1ccccc1,CC1(C(C2C=CC1C=C2CCO)=O)C,Triple bond Diels-Alder
C=CC=C.O=C1C=C(C(O1)=O)c1ccccc1.Cc1ccccc1,O=C1OC(C2(CC=CCC12)c1ccccc1)=O,Diels-Alder cycloaddition
C=CC=C.COc1cccc(c1)C1=CC(NC1=O)=O.Cc1ccccc1,COc1cccc(c1)C12CC=CCC1C(NC2=O)=O,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
O=C1C=CC(C=C1)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C=CC(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
CC(C)(C)C1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC(C)(C)C1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
CC1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(c2ccccc12)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1c2ccccc2C(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
N#CC1CCC=CC1.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl,N#CC1CCC2C(C1)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
CN1C(C=CC1=O)=O.C1=CC=CN2CCc3ccccc3N=C12.Cc1ccccc1C,CN1C(C2C3C=CC(C2C1=O)N1CCc2ccccc2N=C31)=O,Diels-Alder cycloaddition
CN1C(C=CC1=O)=O.Clc1ccc2OCN3C=CC=CC3=Nc2c1.Cc1ccccc1C,CN1C(C2C3C=CC(C2C1=O)N1COc2ccc(cc2N=C31)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(N1c1ccccc1)=O.C1=CC=CN2COc3ccccc3N=C12.Cc1ccccc1C,O=C1C2C3C=CC(C2C(N1c1ccccc1)=O)N1COc2ccccc2N=C31,Diels-Alder cycloaddition
CC=CC=COCC.CCCCOC(=O)C=O.Oc1ccc(cc1)O.ClCCl,CC1C=CC(OC1C(=O)OCCCC)OCC,Oxa-Diels-Alder reaction
O=C1C=CC(C=C1)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C=CC(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(C2=C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C2=C(C(C3C1C1(C(=C(C3(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
CC(C)(C)C1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC(C)(C)C1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
CC1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(c2ccccc12)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1c2ccccc2C(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
N#CC1CCC=CC1.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl,N#CC1CCC2C(C1)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.C1=CC2CCC1C2,ClC1=C(C2(C3C4CCC(C4)C3C1(C2(Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C1C=CCC=1,O=C1OC([C@H]2[C@@H]3C=C[C@@H](C3)[C@@H]12)=O,Diels-Alder cycloaddition
CC1(C=CC=CC1=O)C.C#CCCO.c1ccccc1,CC1(C(C2C=CC1C=C2CCO)=O)C,Triple bond Diels-Alder
C=CC=O.C1=CC2CCC1C2.Oc1ccc(cc1)O,C1=COC2C3CCC(C3)C2C1,Oxa-Diels-Alder reaction
C=C(Cl)C=C.O=c1c2ccccc2c(c2c(ccc(c1=2)=O)=O)=O.CCOCC.CC(=O)O,O=C1C2C(c3ccccc3C(C=2C(C2CC=C(CC12)Cl)=O)=O)=O,Diels-Alder cycloaddition
C=CC(=O)O.C1C=CCC=1.CCOCC,O=C(O)C1CC2C=CC1C2,Diels-Alder cycloaddition
O=C1C=CC(C=C1)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C=CC(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(C2=C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C2=C(C(C3C1C1(C(=C(C3(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
CC(C)(C)C1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC(C)(C)C1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
CC1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(c2ccccc12)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1c2ccccc2C(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
N#CC1CCC=CC1.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl,N#CC1CCC2C(C1)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
C/C=C(C)/C=C/C=C(C)C.C=CC=O.COc1ccc(c(c1)C(C)(C)C)O.COc1ccc(cc1C(C)(C)C)O,CC(C)=CC1C=C(C(CC1C=O)C)C,Diels-Alder cycloaddition
C=CC=O.C/C=C(C)/C=C/C=C(C)C.Oc1ccc(cc1)O,CC(C)=CC1C=C(C(CC1C=O)C)C,Diels-Alder cycloaddition
CC(=O)C=C(C)C.C=CC(=C)C.c1ccccc1.Cl[Al](Cl)Cl,CC1=CCC(C(C1)(C)C)C(C)=O,Diels-Alder cycloaddition
CC(=CCCl)C=O.C1C=CCC=1.O.CCOCC.O=C(O[Na])O[Na].FB(F)F.ClCCl,CC1(C(C2C=CC1C2)CCl)C=O,Diels-Alder cycloaddition
CC(=O)OCC=C(C)C=O.C1C=CCC=1.O.CCOCC.O=C(O)O[Na].FB(F)F.ClCCl,CC(=O)OCC1C2C=CC(C2)C1(C)C=O,Diels-Alder cycloaddition
CC(=CCOC(C)=O)C=O.C1C=CCC=1.Oc1ccc(cc1)O,CC(=O)OCC1C2C=CC(C2)C1(C)C=O,Diels-Alder cycloaddition
C=CC=CC.CC(=O)C=C(C)C.Cl.ClCCl.Cl[Al](Cl)Cl,C[C@@H]1C=CCC([C@H]1C(C)=O)(C)C,Diels-Alder cycloaddition
CCCCCCCC/C=C\CCCCCCCC(=O)OCCOCCOCC.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl,CCOCCOCCOC(=O)CCCCCCCC1C(C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)CCCCCCCC,Diels-Alder cycloaddition
C=C(C)C(=C)C.O=C1C=CS(N1)=O.CCCCCC.ClCCCl,CC1CC2C(NS(C2CC=1C)=O)=O,Diels-Alder cycloaddition
C=C(C)C(=C)C.CCCCCCCCN1C(C=CS1=O)=O.ClCCCl,CCCCCCCCN1C(C2CC(=C(CC2S1=O)C)C)=O,Diels-Alder cycloaddition
C=C(C)C(=C)C.O=C1C=CS(N1)(=O)=O.CCOCC.ClCCCl,CC1CC2C(NS(C2CC=1C)(=O)=O)=O,Diels-Alder cycloaddition
CN1C(C=CS1=O)=O.C1C=CCCC=1.ClCCCl,CN1C(C2C3C=CC(CC3)C2S1=O)=O,Diels-Alder cycloaddition
C=CC=CC.CC(=O)C=C(C)C.Cl.ClCCl.Cl[Al](Cl)Cl,C[C@@H]1C=CCC([C@H]1C(C)=O)(C)C,Diels-Alder cycloaddition
CC=CC=COCC.CCCCOC(=O)C=O.Oc1ccc(cc1)O.ClCCl,CC1C=CC(OC1C(=O)OCCCC)OCC,Oxa-Diels-Alder reaction
O=C1C=CC(C=C1)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C=CC(C2C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
O=C1C=CC(C2=C1C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,O=C1C2=C(C(C3C1C1(C(=C(C3(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
CC(C)(C)C1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC(C)(C)C1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
CC1=CC(C=CC1=O)=O.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.Cc1ccccc1,CC1=CC(C2C(C1=O)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl)=O,Diels-Alder cycloaddition
N#CC1CCC=CC1.ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl,N#CC1CCC2C(C1)C1(C(=C(C2(C1(Cl)Cl)Cl)Cl)Cl)Cl,Diels-Alder cycloaddition
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=COCC.O=C/C=C/c1ccccc1,CCOC1CC(C=CO1)c1ccccc1,Oxa-Diels-Alder reaction
C=COCC.O=C/C=C/c1ccccc1.Oc1ccc(cc1)O,CCOC1CC(C=CO1)c1ccccc1,Oxa-Diels-Alder reaction
C=C1C(C2OC1c1cc3c(ccc(c3cc12)OC)OC)=C.C=CC(=O)OC,COC(=O)C1CCC2=C(C1)C1OC2c2cc3c(ccc(c3cc21)OC)OC,Diels-Alder cycloaddition
C=C1C(C2OC1C(C2=C)=C)=C.C=CC(C)=O.Oc1ccc(cc1)O.ClC(Cl)Cl.Cl[Zn]Cl,C=C1C(C2OC1C1CCC(CC=12)C(C)=O)=C,Diels-Alder cycloaddition
[O-][N+](=O)/C=C/c1ccccc1.C1C=CCCC=1.Cc1ccccc1C.Oc1ccc(cc1)O,[O-][N+](=O)C1C2C=CC(CC2)C1c1ccccc1,Diels-Alder cycloaddition
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=C1C(C2OC1C(C2=C)=C)=C.O=C1C=CC(C=C1)=O.ClC(Cl)Cl,C=C1C(C2OC1C1CC3C(C=CC(C3CC=12)=O)=O)=C,Diels-Alder cycloaddition
C=C1C(C2OC1c1cc3c(ccc(c3cc12)OC)OC)=C.C=CC(=O)OC,COC(=O)C1CCC2=C(C1)C1OC2c2cc3c(ccc(c3cc21)OC)OC,Diels-Alder cycloaddition
C=C1C(C2OC1C(C2=C)=C)=C.C=CC(C)=O.Oc1ccc(cc1)O.ClC(Cl)Cl.Cl[Zn]Cl,C=C1C(C2OC1C1CCC(CC=12)C(C)=O)=C,Diels-Alder cycloaddition
C#CC(=O)c1ccc(cc1)F.C=C(C)C=CN(C(=O)OC)C(C)C.CCCCCC,CC1=CC(C(=CC1)C(=O)c1ccc(cc1)F)N(C(=O)OC)C(C)C,Triple bond Diels-Alder
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=C(C)C(=C)C.C=CC(=O)CC(C)C,CC1CCC(CC=1C)C(=O)CC(C)C,Diels-Alder cycloaddition
C=CC=C.C=CC(=O)CC.Oc1ccc(cc1)O,CCC(=O)C1CCC=CC1,Diels-Alder cycloaddition
COC(=O)C#CC(=O)OC.OCc1cc(oc1)Cc1ccccc1.Cc1ccccc1,COC(=O)C1=C(C2OC1(C=C2CO)Cc1ccccc1)C(=O)OC,Triple bond Diels-Alder
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=C1CCCO1.C=C(C)C=O.O=C(O.)O.,CC1=COC2(CCCO2)CC1,Oxa-Diels-Alder reaction
C=CC=CC.C=CC=O.CCOCC.CC[O+](CC)[B-](F)(F)F.Oc1ccc(cc1)O,C[C@H]1C=CCC[C@H]1C=O,Diels-Alder cycloaddition
C=CC=CC.C=CC=O.Oc1ccc(cc1)O.Cl[Sn](Cl)(Cl)Cl.ClCCl.O,C[C@H]1C=CCC[C@H]1C=O,Diels-Alder cycloaddition
C=CC=CC.C=CC=O,C[C@@H]1C=CCC[C@H]1C=O,Diels-Alder cycloaddition
C=CC=O.C=CC=CCC.Oc1ccc(cc1)O,CC[C@H]1C=CCC[C@H]1C=O,Diels-Alder cycloaddition
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.c1ccoc1,O=C1OC(C2C3C=CC(O3)C12)=O,Diels-Alder cycloaddition
C=CC=C.COc1cc(cc(c1)C=C[N+]([O-])=O)OC.Cc1ccccc1.Oc1ccc(cc1)O,COc1cc(cc(c1)C1CC=CCC1[N+]([O-])=O)OC,Diels-Alder cycloaddition
C=CC=CC.CC=C[N+]([O-])=O,CC1C=CCC(C1[N+]([O-])=O)C,Diels-Alder cycloaddition
C=CC(=C)OC.O=C1C=CCC1.Oc1ccc(cc1)O,COC1=CCC2C(CCC2C1)=O,Diels-Alder cycloaddition
CN1C(C(=CC1=O)c1ccc(c(c1)F)F)=O.C1C=CCCC=1.CC(C)(C)c1cc(cc(c1O)C(C)(C)C)C.CCCCCC.CCOC(C)=O.ClC(Cl)Cl,CN1C(C2C3C=CC(CC3)C2(C1=O)c1ccc(c(c1)F)F)=O,Diels-Alder cycloaddition
CCN1C(C(=CC1=O)c1ccc(c(c1)Cl)Cl)=O.C1C=CCCC=1.CN(C)c1cc2sc3cc(ccc-3nc2cc1)=[N+](C)C.ClCCl,CCN1C(C2C3C=CC(CC3)C2(C1=O)c1ccc(c(c1)Cl)Cl)=O,Diels-Alder cycloaddition
CN1C(C(=CC1=O)c1ccc(c(c1)Cl)Cl)=O.C1C=CCCCC=1.ClCCl,CN1C(C2C3C=CC(CCC3)C2(C1=O)c1ccc(c(c1)Cl)Cl)=O,Diels-Alder cycloaddition
C=CC(=O)OCCCC.c1ccoc1.Cl[Sn](Cl)(Cl)Cl.O,CCCCOC(=O)C1CC2C=CC1O2,Diels-Alder cycloaddition
C=CC(=C)C.O=C1C=CC(O1)=O,CC1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=CC(=C)C.O=C1C=CC(O1)=O,CC1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=CC(=C)C.O=C1C=CC(O1)=O,CC1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=CC(=C)C.O=C1C=CC(O1)=O,CC1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=CC(=C)C.O=C1C=CC(O1)=O,CC1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=CC(=C)C.O=C1C=CC(O1)=O.Cc1ccc2C(OC(c2c1)=O)=O,CC1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=CC(=C)C.O=C1C=CC(O1)=O,CC1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCOCC,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC=C.COc1cc(cc(c1)C=C[N+]([O-])=O)OC.Cc1ccccc1.Oc1ccc(cc1)O,COc1cc(cc(c1)C1CC=CCC1[N+]([O-])=O)OC,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCOCC,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC=C.C=C1CCOC1=O.O.CC(C)=O.O=C=O.ClCCl.Cl[Al](Cl)Cl,O=C1OCCC11CC=CCC1,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C=C(C)C(=C)C.c1ccccc1,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCOCC,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
CC=CC.C1C=CCC=1,CC1C2C=CC(C2)C1C,Diels-Alder cycloaddition
C=C(C)C=CC.CC1(CCC=CC1=O)C,CC1=CC(C2C(C(CCC2C1)(C)C)=O)C,Diels-Alder cycloaddition
C=C(C)C=CC.CC1(CCC=CC1=O)C.Cc1ccccc1.O=C(O[Na])O[Na],CC1=CC(C2C(C(CCC2C1)(C)C)=O)C,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCOCC,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCOCC,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCOCC,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
CCCC=C/C=C/CC[C@@H]1CC[C@H](CC1)CCCCC.N#CC#CC#N.Oc1ccc(cc1)O.C1CCOC1,CCCC1C=CC(C(=C1C#N)C#N)CC[C@H]1CC[C@@H](CC1)CCCCC,Triple bond Diels-Alder
C=CC(=C)C.CC=C(C)C(C)=O.Cl.Cl[Al](Cl)Cl,CC1=CCC(C(C1)C)(C)C(C)=O,Diels-Alder cycloaddition
C=CC(=C)C.CC=C(C)C(=O)CC.Cl.Cl[Al](Cl)Cl,CC1=CCC(C(C1)C)(C)C(=O)CC,Diels-Alder cycloaddition
C=CC(=C)C.CC=C(C)C=O.Cl.Cl[Al](Cl)Cl,CC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=C/C=C/C[C@H]1C[C@@H]([C@@H]([C@@H](O1)C)OC(=O)c1ccc(cc1)[N+]([O-])=O)NC(=O)C(F)(F)F.O=C1C=CC(c2ccccc12)=O.Cc1ccccc1,C[C@@H]1O[C@H](C[C@@H]([C@@H]1OC(=O)c1ccc(cc1)[N+]([O-])=O)NC(=O)C(F)(F)F)CC1C=CCC2C(c3ccccc3C(C21)=O)=O,Diels-Alder cycloaddition
C=CC(=O)OCCCC.C1C=CCC=1.Cc1ccccc1.Cl[Al](Cl)Cl.C1=CC2C3C=CC(C3)C2C1,CCCCOC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC#N.C1C=CCC=1,N#CC1CC2C=CC1C2,Diels-Alder cycloaddition
O=C1C=CC(O1)=O.C=C(C)C(=C)C.c1ccccc1,CC1CC2C(OC(C2CC=1C)=O)=O,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCOCC,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=CC(=O)OC.CCCN1CCC23C(=CC=CC2Oc2c(cccc23)OC)C1=O,CCCN1CCC23c4cccc(c4OC3C3C=CC2(C1=O)C(C3)C(=O)OC)OC,Diels-Alder cycloaddition
CC(=O)C(=Cc1ccccc1C(F)(F)F)[N+]([O-])=O.C1CCCCC=1N1CCOCC1.CCO,CC1OC2(CCCCC2C(C=1[N+]([O-])=O)c1ccccc1C(F)(F)F)N1CCOCC1,Oxa-Diels-Alder reaction
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
C=CC(=C)Cl.C=CC(C)=O.O.ClCCl.Cl[Al](Cl)Cl,CC(=O)C1CCC(=CC1)Cl,Diels-Alder cycloaddition
CC=CC.C1C=CCC=1,CC1C2C=CC(C2)C1C,Diels-Alder cycloaddition
C=CC(=C)[Si](OC)(OC)OC.O=C1C=CC(O1)=O,CO[Si](OC)(OC)C1=CCC2C(OC(C2C1)=O)=O,Diels-Alder cycloaddition
C=CC=C.[O-][N+](=O)c1cccc2C(C=CC(c21)=O)=O.[O-][N+](=O)c1cccc2ccccc21,[O-][N+](=O)c1cccc2C(C3CC=CCC3C(c21)=O)=O,Diels-Alder cycloaddition
C=CC=CC.CC(C)/C=C/C(=O)O.CCOCC.CC(C)C=CC(=O)O.O=S(=O)(O)O,CC1C=CCC(C1C(=O)O)C(C)C,Diels-Alder cycloaddition
C=C(C)C=CC.CCOC(=O)/C=C/C(C)C,CC1C=C(CC(C1C(=O)OCC)C(C)C)C,Diels-Alder cycloaddition
C=CC(=O)OC.C=CCC1=CC=CC1.CCOCC,C=CCC12C=CC(CC1C(=O)OC)C2,Diels-Alder cycloaddition
C=CC(=C)CCC=C(C)C.CC=C(C)C=O.c1ccccc1.CC[Al](Cl)Cl.CC[Al](Cl)Cl.O,CC(C)=CCCC1=CCC(C(C1)C)(C)C=O,Diels-Alder cycloaddition
[O-][N+](=O)c1ccccc1/C=C/C=C/c1ccccc1.O=C1C=CC(N1)=O.Cc1ccccc1.ClCCl,[O-][N+](=O)c1ccccc1C1C=CC(C2C(NC(C21)=O)=O)c1ccccc1,Diels-Alder cycloaddition
C=CC(=O)OC.C=CCC1=CC=CC1.CCOCC,C=CCC12C=CC(CC1C(=O)OC)C2,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCOCC.C/C=C1\CC2C=CC1C2,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
ClC=CCl.C1C=CCC=1,ClC1C2C=CC(C2)C1Cl,Diels-Alder cycloaddition
ClC1C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl.C1C=CCC=1.C1CCOC1,ClC1=C(C(C2(C3C=CC(C3)C12Cl)Cl)(Cl)Cl)Cl,Diels-Alder cycloaddition
C=CC=C.COC1=CC(C=CC1=O)=O,COC1=CC(C2CC=CCC2C1=O)=O,Diels-Alder cycloaddition
COC(=O)C#CC(=O)OC.Clc1ccc(cc1)-c1ccco1.O.CC(=O)OCC,COC(=O)C1=C(C2(C=CC1O2)c1ccc(cc1)Cl)C(=O)OC,Triple bond Diels-Alder
C=CC=C.COC1=CC(C=CC1=O)=O,COC1=CC(C2CC=CCC2C1=O)=O,Diels-Alder cycloaddition
C=CC=C.O=C(O)C1=CCCc2ccccc12.Cc1ccccc1.OCc1ccccc1,O=C(O)[C@]12CC=CC[C@H]1CCc1ccccc12,Diels-Alder cycloaddition
C=CC=C.CCOC(=O)C1=CCOc2ccccc12.Cc1ccccc1,CCOC(=O)C12CC=CCC1COc1ccccc12,Diels-Alder cycloaddition
C=CC=C.CCOC(=O)C1=CCSc2ccccc12,CCOC(=O)C12CC=CCC1CSc1ccccc12,Diels-Alder cycloaddition
C=CC=C.CC1(CC=C(c2ccccc21)C(=O)O)C,CC1(CC2CC=CCC2(c2ccccc21)C(=O)O)C,Diels-Alder cycloaddition
C#CC(=O)O.C1C=CCCC=1,O=C(O)C1=CC2C=CC1CC2,Triple bond Diels-Alder
Cc1ccc(cc1)O.C1C=CCC=1.C1C=CCC=1.Cc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C.C=CC(Cl)c1ccccc1.Cc1ccccc1.CN1CCCC1=O.CCCBr.CO.O.,C1=CC2C3C=CC(C3)C2C1,Diels-Alder cycloaddition
C=CC(=O)OC.C1C=CCC=1.CCCCCC,COC(=O)C1CC2C=CC1C2,Diels-Alder cycloaddition
O=C(O)C1=CCc2ccccc12.C=CC=C.CC(C)(C)c1cccc(c1O)O.CC(C)(C)CC(C)C.Cc1ccccc1,O=C(O)C12CC=CCC1Cc1ccccc12,Diels-Alder cycloaddition
C=CC=C.[O-][N+](=O)c1cccc2C(C=CC(c21)=O)=O.O.COCCO,[O-][N+](=O)c1cccc2C(C3CC=CCC3C(c21)=O)=O,Diels-Alder cycloaddition
C=CC=COC.COC(=O)C=O.O=C(O)O[Na],COC1C=CCC(O1)C(=O)OC,Oxa-Diels-Alder reaction
C=CC(=C)C.COC(=O)C=O.[Na+].[O-]C(=O)O,CC1=CCO[C@H](C1)C(=O)OC,Oxa-Diels-Alder reaction
