[CH3:1][C:2]([CH3:3])([CH3:4])[c:5]1[nH:6][c:7]2[cH:8][cH:9][c:10]([NH:11][C:12](=[O:13])[C:14]3([c:15]4[cH:16][cH:17][c:18]5[c:19]([cH:20]4)[O:21][CH2:22][O:23]5)[CH2:24][CH2:25]3)[cH:26][c:27]2[c:28]1[CH:29]=[N:30][OH:31]>>CC(C)(C)c1[nH]c2ccc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)cc2c1C#N 29;;29-30-2.0,30-31-1.0;29-30-3.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[NH:6][c:7]1[n:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[cH:15][c:16]2[n:17][c:18]1[O:19][CH3:20].[cH:21]1[cH:22][cH:23][c:24]([N:25]2[CH2:26][CH2:27][NH:28][CH2:29][CH2:30]2)[n:31][cH:32]1>>COc1ccc2nc(NC(=O)N3CCN(c4ccccn4)CC3)c(OC)nc2c1 28;;2-3-1.0,3-4-1.0,4-5-2.0;28-4-1.0,3-4-2.0
[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][n:8][n:9]([CH3:10])[c:11]1[Br:12].[Li+:15].[OH-:14].[OH2:13]>>Cn1ncc(C(=O)O)c1Br ;3;2-3-1.0;
[CH3:19][c:20]1[cH:21][cH:22][c:23]([CH:24]=[O:25])[cH:26][cH:27]1.[CH3:28][Si:29]([CH3:30])([CH3:31])[C:32]([F:33])([F:34])[F:35].[CH3:2][CH2:3][CH2:4][CH2:5][N+:6]([CH2:7][CH2:8][CH2:9][CH3:10])([CH2:11][CH2:12][CH2:13][CH3:14])[CH2:15][CH2:16][CH2:17][CH3:18].[ClH:36].[F-:1]>>Cc1ccc(C(O)C(F)(F)F)cc1 ;25;24-25-2.0,29-32-1.0;24-25-1.0,24-32-1.0
[CH2:30]1[CH2:31][CH2:32][O:33][CH2:34]1.[CH3:1][S:2](=[O:3])(=[O:4])[c:5]1[n:6][n:7][c:8](-[c:9]2[cH:10][cH:11][c:12]3[o:13][cH:14][c:15](-[c:16]4[cH:17][cH:18][c:19]([O:20][C:21]([F:22])([F:23])[F:24])[cH:25][cH:26]4)[c:27]3[cH:28]2)[o:29]1.[CH3:35][NH2:36]>>CNc1nnc(-c2ccc3occ(-c4ccc(OC(F)(F)F)cc4)c3c2)o1 36;;2-5-1.0;36-5-1.0
[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:7]([OH:8])[cH:9][c:10]([C:11](=[O:12])[O:13][CH3:14])[cH:15]1.[Li+:16].[OH-:17]>>O=C(O)c1cc(O)cc(C(=O)O)c1 ;12,2;1-2-1.0,11-12-2.0,11-13-1.0,13-14-1.0;11-12-1.0,11-13-2.0
[CH3:11][CH2:12][O-:13].[CH3:1][CH2:2][O:3][CH:4]([CH2:5][Br:6])[O:7][CH2:8][CH3:9].[Na+:10]>>CCOCC(OCC)OCC ;;5-6-1.0;13-5-1.0
[CH3:18][CH2:19][O:20][C:21](=[O:22])[c:23]1[n:24][n:25][c:26](-[c:27]2[cH:28][cH:29][c:30]([O:31][CH3:32])[cH:33][cH:34]2)[o:35]1.[cH:1]1[cH:2][c:3]([S:4][CH:5]2[CH2:6][NH:7][CH2:8]2)[cH:9][cH:10][c:11]1[CH2:12][N:13]1[CH2:14][CH2:15][CH2:16][CH2:17]1>>COc1ccc(-c2nnc(C(=O)N3CC(Sc4ccc(CN5CCCC5)cc4)C3)o2)cc1 7;;19-20-1.0,20-21-1.0,21-22-2.0;20-21-2.0,21-7-1.0
[CH3:2][N:3]([C:4](=[O:5])[N:6]([CH3:7])[CH:8]1[CH2:9][CH2:10][NH:11][CH2:12][CH:13]1[c:14]1[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]1)[c:21]1[cH:22][c:23]([C:24]([F:25])([F:26])[F:27])[cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[cH:34]1.[ClH:1].[NH2:35][C:36](=[O:37])[C:38](=[O:39])[OH:40]>>CN(C(=O)N(C)C1CCN(C(=O)C(N)=O)CC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1 11;;38-40-1.0;11-38-1.0
[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[OH:8])[cH:9][c:10]1-[n:11]1[n:12][cH:13][c:14]([C:15](=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:23]1[NH2:24].[CH3:25][CH2:26][N:27]=[C:28]=[N:29][CH2:30][CH2:31][CH2:32][N:33]([CH3:34])[CH3:35].[CH3:46][CH2:47][N:48]([CH:49]([CH3:50])[CH3:51])[CH:52]([CH3:53])[CH3:54].[NH2:55][CH:56]1[CH2:57][CH2:58]1.[OH:36][n:37]1[n:38][n:39][c:40]2[cH:41][cH:42][cH:43][cH:44][c:45]12>>Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2ccccc2)c1N 55;;6-8-1.0;55-6-1.0
[Br:1][c:2]1[n:3][cH:4][cH:5][cH:6][n:7]1.[Cs+:22].[Cs+:23].[O:18]=[C:19]([O-:20])[O-:21].[OH:8][B:9]([OH:10])[c:11]1[cH:12][cH:13][c:14]([Br:15])[n:16][cH:17]1>>Brc1ccc(-c2ncccn2)cn1 ;;1-2-1.0,11-9-1.0;11-2-1.0
[CH3:1][O:2][C:3](=[O:4])[n:5]1[n:6][cH:7][c:8]2[c:9]([NH:10][C:11](=[O:12])[NH:13][CH:14]3[CH2:15][CH2:16][O:17][c:18]4[cH:19][c:20]([CH3:21])[c:22]([Cl:23])[cH:24][c:25]43)[cH:26][cH:27][cH:28][c:29]12.[CH3:30][O:31][C:32](=[O:33])[n:34]1[n:35][cH:36][c:37]2[c:38]([NH:39][C:40](=[O:41])[NH:42][CH:43]3[CH2:44][CH2:45][O:46][c:47]4[cH:48][c:49]([C:50]([CH3:51])([CH3:52])[CH3:53])[cH:54][cH:55][c:56]43)[cH:57][cH:58][cH:59][c:60]12>>Cc1cc2c(cc1Cl)C(NC(=O)Nc1cccc3[nH]ncc13)CCO2 ;5;3-5-1.0;
[CH3:25][CH:26]([CH3:27])[CH2:28][CH:29]([NH:30][C:31](=[O:32])[C:33]([CH3:34])([CH3:35])[NH:36][C:37](=[O:38])[O:39][C:40]([CH3:41])([CH3:42])[CH3:43])[C:44](=[O:45])[OH:46].[CH3:48][CH2:49][N:50]=[C:51]=[N:52][CH2:53][CH2:54][CH2:55][N:56]([CH3:57])[CH3:58].[ClH:47].[NH2:1][CH:2]1[CH2:3][c:4]2[cH:5][cH:6][cH:7][c:8]([N:9]3[CH2:10][CH2:11][CH2:12][C:13]3=[O:14])[c:15]2[N:16]([CH2:17][c:18]2[cH:19][cH:20][s:21][cH:22]2)[C:23]1=[O:24].[O:59]=[c:60]1[c:61]2[cH:62][cH:63][cH:64][cH:65][c:66]2[n:67][n:68][n:69]1[OH:70]>>CC(C)CC(NC(=O)C(C)(C)NC(=O)OC(C)(C)C)C(=O)NC1Cc2cccc(N3CCCC3=O)c2N(Cc2ccsc2)C1=O 1;;44-46-1.0;1-44-1.0
[CH3:26][CH2:27][N:28]([CH2:29][CH3:30])[CH2:31][CH3:32].[O:1]=[C:2]([O:3][C:4](=[O:5])[C:6]([F:7])([F:8])[F:9])[C:10]([F:11])([F:12])[F:13].[cH:14]1[cH:15][cH:16][c:17]([CH:18]2[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]2)[cH:24][cH:25]1>>O=C(N1CCC(c2ccccc2)CC1)C(F)(F)F 21;;1-2-2.0,2-3-1.0,3-4-1.0;2-21-1.0,2-3-2.0
[CH3:33][CH2:34][O:35][C:36](=[O:37])[Cl:38].[ClH:1].[NH2:2][c:3]1[n:4][cH:5][n:6][c:7]2[c:8]1[n:9][cH:10][n:11]2-[c:12]1[cH:13][cH:14][c:15]([NH:16][C:17](=[O:18])[NH:19][c:20]2[cH:21][cH:22][c:23]([Cl:24])[c:25]([C:26]([F:27])([F:28])[F:29])[cH:30]2)[cH:31][cH:32]1>>CCOC(=O)Nc1ncnc2c1ncn2-c1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1 2;;36-38-1.0;2-36-1.0
[CH2:12]=[CH:13][B:14]1[O:15][C:16]([CH3:17])([CH3:18])[C:19]([CH3:20])([CH3:21])[O:22]1.[O:1]=[CH:2][c:3]1[c:4]([F:5])[cH:6][c:7]([Br:8])[cH:9][c:10]1[F:11]>>CC1(C)OB(C=Cc2cc(F)c(C=O)c(F)c2)OC1(C)C 12;;7-8-1.0;12-7-1.0
[CH3:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1.[NH4+:29].[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[c:16]([F:17])[cH:18]1.[O:26]=[CH:27][O-:28]>>Nc1ccc(OCc2ccccc2)c(F)c1 ;2,2;1-2-2.0,2-3-1.0;
[CH3:37][CH2:38][N:39]([CH:40]([CH3:41])[CH3:42])[CH:43]([CH3:44])[CH3:45].[ClH:1].[NH2:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[C:10](=[O:11])[N:12]([CH:13]1[CH2:14][CH2:15][C:16](=[O:17])[NH:18][C:19]1=[O:20])[C:21]2=[O:22].[O:23]=[C:24]([Cl:25])[c:26]1[cH:27][cH:28][c:29]([C:30]([F:31])([F:32])[F:33])[c:34]([F:35])[cH:36]1>>O=C1CCC(N2C(=O)c3cccc(CNC(=O)c4ccc(C(F)(F)F)c(F)c4)c3C2=O)C(=O)N1 2;;24-25-1.0;2-24-1.0
[CH3:16][O:17][C:18](=[O:19])[Cl:20].[Cl:1][c:2]1[cH:3][cH:4][n:5][c:6]2[cH:7][cH:8][s:9][c:10]12.[Li:11][CH2:12][CH2:13][CH2:14][CH3:15]>>COC(=O)c1cc2nccc(Cl)c2s1 8;;18-20-1.0;18-8-1.0
[CH3:21][C:22]([CH3:23])([CH3:24])[O:25][C:26](=[O:27])[C:28]([CH3:29])([CH3:30])[Br:31].[CH3:32][CH2:33][N:34]([CH:35]([CH3:36])[CH3:37])[CH:38]([CH3:39])[CH3:40].[SH:1][c:2]1[n:3][n:4][c:5]([Br:6])[n:7]1-[c:8]1[cH:9][cH:10][c:11]([CH:12]2[CH2:13][CH2:14]2)[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12>>CC(C)(C)OC(=O)C(C)(C)Sc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12 1;;28-31-1.0;1-28-1.0
[Cl:1][c:2]1[cH:3][cH:4][n:5][c:6]([Cl:7])[cH:8]1.[NH2:9][c:10]1[cH:11][cH:12][c:13]([OH:14])[cH:15][c:16]1[F:17]>>Nc1ccc(Oc2ccnc(Cl)c2)cc1F 14;;1-2-1.0;14-2-1.0
[CH3:19][O:20][NH2:21].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][n:7][cH:8][c:9]1[NH:10][c:11]1[cH:12][cH:13][c:14]([I:15])[cH:16][c:17]1[Cl:18]>>CONC(=O)c1ccncc1Nc1ccc(I)cc1Cl 21;;2-3-1.0;2-21-1.0
[CH3:1][O:2][c:3]1[cH:4][cH:5][n:6][c:7]2[cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][cH:15][c:16]12.[Na+:32].[O:17]=[C:18]([O:19][OH:20])[c:21]1[cH:22][cH:23][cH:24][c:25]([Cl:26])[cH:27]1.[O:28]=[C:29]([O-:30])[OH:31]>>COc1cc[n+]([O-])c2cc(C(F)(F)F)ccc12 ;;17-18-2.0;17-6-1.0
[BrH:10].[BrH:11].[BrH:12].[CH3:13][CH2:14][c:15]1[cH:16][c:17]([OH:18])[c:19]([F:20])[cH:21][c:22]1-[c:23]1[cH:24][cH:25][c:26]2[c:27](-[c:28]3[n:29][c:30]4[c:31]([nH:32]3)[CH2:33][CH2:34][NH:35][CH2:36]4)[n:37][nH:38][c:39]2[cH:40]1.[O:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]([F:7])[cH:8][cH:9]1>>CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(Cc3ccc(F)cc3)C4)n[nH]c2c1 35;2;1-2-2.0;2-35-1.0
[BH4-:22].[CH3:1][CH:2]1[CH2:3][N:4]=[C:5]([c:6]2[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][cH:15]2)[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]21.[Na+:23]>>CC1CNC(c2ccc(C(F)(F)F)cc2)c2ccccc21 ;4,5;4-5-2.0;4-5-1.0
[CH3:12][N:13]([CH3:14])[CH:15]=[O:16].[O:17]=[C:18]([Cl:19])[C:20](=[O:21])[Cl:22].[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([Cl:8])[c:9]([Br:10])[cH:11]1>>O=C(Cl)c1ccc(Cl)c(Br)c1 ;;11-4-1.5,17-18-2.0,18-19-1.0,4-5-1.5;11-18-1.5,18-5-1.5
[CH2:26]1[CH2:27][O:28][CH2:29][CH2:30][O:31][CH2:32][CH2:33][O:34][CH2:35][CH2:36][O:37][CH2:38][CH2:39][O:40]1.[CH3:3][N:4]([CH2:5][c:6]1[cH:7][nH:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][n:14][c:15]2[F:16])[c:17]1[F:18])[C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25].[H-:1].[Na+:2].[O:41]=[S:42](=[O:43])([Cl:44])[c:45]1[cH:46][n:47][cH:48][c:49]([F:50])[cH:51]1>>CN(Cc1cn(S(=O)(=O)c2cncc(F)c2)c(-c2cccnc2F)c1F)C(=O)OC(C)(C)C 8;;42-44-1.0;42-8-1.0
[CH3:17][NH:18][c:19]1[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]1.[CH3:26][CH2:27][N:28]([CH2:29][CH3:30])[CH2:31][CH3:32].[ClH:16].[O:12]=[S:13]([Cl:14])[Cl:15].[O:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][c:7]([C:8](=[O:9])[OH:10])[cH:11]1>>CN(C(=O)c1cccc(C=O)c1)c1cccc(F)c1 10,18;;10-8-1.0,8-9-2.0;10-8-2.0,18-8-1.0
[CH3:3][O:4][C:5](=[O:6])[CH:7]1[CH2:8][CH:9]([NH:10][C:11](=[O:12])[c:13]2[cH:14][cH:15][c:16]3[c:17]([cH:18]2)[O:19][CH2:20][CH2:21][O:22]3)[CH2:23][CH2:24][N:25]1[C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32].[ClH:33].[Li+:2].[OH-:1]>>CC(C)(C)OC(=O)N1CCC(NC(=O)c2ccc3c(c2)OCCO3)CC1C(=O)O ;4;3-4-1.0;
[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][n:8]([CH:9]2[CH2:10][CH2:11]2)[c:12]2[n:13][cH:14][c:15]([Br:16])[cH:17][c:18]2[c:19]1=[O:20].[CH3:21][CH2:22][NH:23][C:24](=[O:25])[NH:26][c:27]1[cH:28][c:29](-[c:30]2[n:31][c:32]([C:33]([F:34])([F:35])[F:36])[cH:37][s:38]2)[c:39]([B:40]([OH:41])[OH:42])[cH:43][n:44]1.[Na+:45].[Na+:46].[O:47]=[C:48]([O-:49])[O-:50]>>CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cnc3c(c2)c(=O)c(C(=O)OCC)cn3C2CC2)cn1 ;;15-16-1.0,39-40-1.0;15-39-1.0
[CH3:1][CH2:2][Si:3]([CH2:4][CH3:5])([CH2:6][CH3:7])[c:8]1[nH:9][c:10]2[n:11][cH:12][c:13]([Cl:14])[cH:15][c:16]2[c:17]1[CH2:18][CH2:19][Br:20].[N-:22]=[N+:23]=[N-:24].[Na+:21]>>CC[Si](CC)(CC)c1[nH]c2ncc(Cl)cc2c1CCN=[N+]=[N-] ;;19-20-1.0;19-22-1.0
[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][CH:7]([C:8](=[O:9])[N:10]2[CH2:11][CH2:12][CH:13]([NH:14][C:15](=[O:16])[N:17]([CH3:18])[c:19]3[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32]3)[CH:33]([c:34]3[cH:35][cH:36][c:37]([Cl:38])[c:39]([Cl:40])[cH:41]3)[CH2:42]2)[CH2:43][CH2:44]1.[CH3:45][CH2:46][I:47]>>CCN(C(=O)N(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CCN(C(=O)C2CCN(C(C)=O)CC2)CC1c1ccc(Cl)c(Cl)c1 14;;46-47-1.0;14-46-1.0
[CH3:1][CH:2]([CH3:3])[CH2:4][N:5]([CH2:6][CH:7]([OH:8])[CH:9]([CH2:10][c:11]1[cH:12][cH:13][c:14]([O:15][CH2:16][CH2:17][CH2:18][NH2:19])[cH:20][cH:21]1)[NH:22][C:23](=[O:24])[O:25][CH:26]1[CH2:27][O:28][CH:29]2[O:30][CH2:31][CH2:32][CH:33]12)[S:34](=[O:35])(=[O:36])[c:37]1[cH:38][cH:39][c:40]2[c:41]([cH:42]1)[O:43][CH2:44][O:45]2.[CH3:55][CH2:56][N:57]([CH:58]([CH3:59])[CH3:60])[CH:61]([CH3:62])[CH3:63].[N:46]#[C:47][c:48]1[cH:49][cH:50][c:51]([Cl:52])[n:53][cH:54]1>>CC(C)CN(CC(O)C(Cc1ccc(OCCCNc2ccc(C#N)cn2)cc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc2c(c1)OCO2 19;;51-52-1.0;19-51-1.0
[CH3:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([CH2:9][OH:10])[n:11]1.[NH2:12][OH:13]>>CC(=NO)c1cccc(CO)n1 12,12;;2-3-2.0;12-2-2.0
[CH2:1]=[CH:2][CH2:3][C:4]([CH3:5])([CH2:6][CH:7]([c:8]1[cH:9][cH:10][cH:11][c:12]([Cl:13])[cH:14]1)[CH:15]([OH:16])[c:17]1[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]1)[C:24](=[O:25])[NH:26][CH:27]([CH2:28][OH:29])[CH:30]([CH3:31])[CH3:32].[CH3:33][CH2:34][N:35]([CH2:36][CH3:37])[CH2:38][CH3:39].[CH3:40][S:41](=[O:42])(=[O:43])[Cl:44].[CH3:45][N:46]([CH3:47])[c:48]1[cH:49][cH:50][cH:51][c:52]2[cH:53][cH:54][cH:55][c:56]([N:57]([CH3:58])[CH3:59])[c:60]12.[OH2:61]>>C=CCC1(C)CC(c2cccc(Cl)c2)C(c2ccc(Cl)cc2)N(C(CO)C(C)C)C1=O 26;;15-16-1.0;15-26-1.0
[CH3:1][c:2]1[n:3][c:4]([NH2:5])[n:6][c:7]([NH2:8])[c:9]1[I:10].[CH:11]#[C:12][CH:13]([OH:14])[c:15]1[cH:16][c:17]([O:18][CH3:19])[c:20]([O:21][CH3:22])[c:23]([O:24][CH3:25])[cH:26]1>>COc1cc(C(O)C#Cc2c(C)nc(N)nc2N)cc(OC)c1OC 11;;10-9-1.0;11-9-1.0
[CH3:15][CH2:16][N:17]=[C:18]=[S:19].[ClH:20].[H-:14].[NH2:1][c:2]1[cH:3][n:4][c:5]2[cH:6][cH:7][c:8]([Cl:9])[n:10][c:11]2[n:12]1.[Na+:13]>>CCNC(=S)Nc1cnc2ccc(Cl)nc2n1 1;17;17-18-2.0;1-18-1.0,17-18-1.0
[CH3:1][CH2:2][CH2:3][CH2:4][c:5]1[n:6][c:7]2[cH:8][n:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[c:16]2[n:17]1[CH2:18][CH2:19][CH2:20][N:21]([C:22](=[O:23])[O-:24])[C:25]([CH3:26])([CH3:27])[CH3:28].[Na+:45].[O:29]=[C:30]([O:31][OH:32])[c:33]1[cH:34][cH:35][cH:36][c:37]([Cl:38])[cH:39]1.[O:40]=[S:41](=[O:42])([O-:43])[OH:44]>>CCCCc1nc2c[n+]([O-])c3ccccc3c2n1CCCN(C(=O)[O-])C(C)(C)C ;;29-30-2.0;29-9-1.0
[Ba+2:36].[ClH:38].[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][c:12]3[n:13][c:14]([NH:15][C:16](=[O:17])[CH:18]4[CH2:19][CH2:20]4)[cH:21][n:22]3[cH:23]2)[cH:24][c:25]1[F:26])[O:27][CH2:28][c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1.[OH-:35].[OH-:37]>>Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3c2)cc1F ;3;2-3-1.0;
[CH3:23][C:24]([CH3:25])([CH3:26])[O:27][C:28](=[O:29])[N:30]1[CH2:31][CH2:32][CH2:33][CH2:34][CH:35]([NH2:36])[CH2:37]1.[CH3:38][CH2:39][N:40]([CH:41]([CH3:42])[CH3:43])[CH:44]([CH3:45])[CH3:46].[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][n:6][c:7]2[c:8]([cH:9][cH:10][n:11]2[S:12](=[O:13])(=[O:14])[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]1[Cl:22]>>CC(C)(C)OC(=O)N1CCCCC(Nc2c([N+](=O)[O-])cnc3c2ccn3S(=O)(=O)c2ccccc2)C1 36;;21-22-1.0;21-36-1.0
[CH3:18][C:19]1([C:20]#[N:21])[CH2:22][C:23](=[O:24])[CH2:25]1.[CH3:1][C:2]([CH3:3])([CH3:4])[O-:5].[CH3:7][CH2:8][O:9][P:10](=[O:11])([CH2:12][C:13]#[N:14])[O:15][CH2:16][CH3:17].[K+:6]>>CC1(C#N)CC(=CC#N)C1 12;;10-12-1.0,23-24-2.0;12-23-2.0
[O:16]=[P:17]([Cl:18])([Cl:19])[Cl:20].[OH:1][c:2]1[n:3][n:4][cH:5][c:6]2[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][c:15]12>>FC(F)(F)c1ccc2cnnc(Cl)c2c1 ;;1-2-1.0,17-18-1.0;18-2-1.0
[Cs+:16].[Cs+:17].[NH2:18][c:19]1[cH:20][cH:21][cH:22][c:23]([NH:24][c:25]2[cH:26][c:27]([Cl:28])[n:29][cH:30][n:31]2)[n:32]1.[O:12]=[C:13]([O-:14])[O-:15].[OH2:33].[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][CH2:10][O:11]2>>Nc1cccc(Nc2cc(Oc3ccc4c(c3)OCCO4)ncn2)n1 1;;27-28-1.0;1-27-1.0
[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH:9]([CH2:10][S:11][CH2:12][CH2:13][NH:14][C:15](=[O:16])[O:17][CH2:18][c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[C:25](=[O:26])[O:27][CH2:28][c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1.[O:35]=[C:36]([OH:37])[C:38]([F:39])([F:40])[F:41]>>NC(CSCCNC(=O)OCc1ccccc1)C(=O)OCc1ccccc1 ;8;6-8-1.0;
[NH2:19][c:20]1[cH:21][cH:22][c:23]([O:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[n:31][cH:32]1.[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([S:9](=[O:10])(=[O:11])[N:12]2[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]2)[cH:18]1>>O=C(Nc1ccc(Oc2ccccc2)nc1)c1cccc(S(=O)(=O)N2CCCCC2)c1 19;;2-3-1.0;19-2-1.0
[CH3:3][O:4][C:5](=[O:6])[CH:7]1[CH2:8][CH:9]([NH:10][C:11](=[O:12])[NH:13][c:14]2[cH:15][cH:16][c:17]([C:18]#[N:19])[cH:20][cH:21]2)[CH2:22][CH2:23][N:24]1[C:25](=[O:26])[O:27][C:28]([CH3:29])([CH3:30])[CH3:31].[ClH:32].[Li+:2].[OH-:1]>>CC(C)(C)OC(=O)N1CCC(NC(=O)Nc2ccc(C#N)cc2)CC1C(=O)O ;4;3-4-1.0;
[CH3:1][N:2]([C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([O:9][CH2:10][CH:11]2[CH2:12][CH2:13]2)[cH:14][n:15]1)[CH:16]1[CH2:17][c:18]2[cH:19][cH:20][c:21]([CH:22]3[CH2:23][CH2:24][CH2:25][NH:26]3)[cH:27][c:28]2[CH2:29]1.[CH3:30][CH:31]=[O:32]>>CCN1CCCC1c1ccc2c(c1)CC(N(C)C(=O)c1ccc(OCC3CC3)cn1)C2 26;31;31-32-2.0;26-31-1.0
[Al+3:22].[CH3:1][CH2:2][CH2:3][CH2:4][N:5]([C:6]([CH3:7])=[O:8])[c:9]1[c:10]([CH:11]([CH3:12])[CH3:13])[n:14][c:15]2[cH:16][cH:17][cH:18][cH:19][n:20]12.[H-:21].[H-:24].[H-:25].[H-:26].[Li+:23].[Na+:28].[OH-:27]>>CCCCN(CC)c1c(C(C)C)nc2ccccn12 ;6,6;6-8-2.0;
[CH3:1][n:2]1[cH:3][n:4][n:5][c:6]1[SH:7].[H-:9].[N:10]#[C:11][c:12]1[n:13][cH:14][cH:15][n:16][c:17]1[Cl:18].[Na+:8]>>Cn1cnnc1Sc1nccnc1C#N 7;;17-18-1.0;17-7-1.0
[CH3:1][C:2]1([CH3:3])[CH2:4][O:5][c:6]2[cH:7][c:8]([OH:9])[c:10]([C:11]3([CH2:12][OH:13])[C:14](=[O:15])[N:16]([CH:17]([c:18]4[cH:19][cH:20][cH:21][cH:22][cH:23]4)[c:24]4[cH:25][cH:26][cH:27][cH:28][cH:29]4)[c:30]4[cH:31][cH:32][cH:33][cH:34][c:35]43)[cH:36][c:37]21.[O:38]=[C:39]1[N:40]([CH2:41][CH2:42][CH:43]2[CH2:44][CH2:45]2)[c:46]2[cH:47][cH:48][cH:49][cH:50][c:51]2[C:52]1([CH2:53][OH:54])[c:55]1[cH:56][c:57]2[c:58]([cH:59][c:60]1[OH:61])[O:62][CH2:63][O:64]2>>CC1(C)COc2cc3c(cc21)C1(CO3)C(=O)N(C(c2ccccc2)c2ccccc2)c2ccccc21 13;;8-9-1.0;13-8-1.0
[CH3:1][CH2:2][O:3][P:4](=[O:5])([O:6][CH2:7][CH3:8])[O:9][c:10]1[n:11][cH:12][c:13]([C:14]#[N:15])[c:16](-[c:17]2[cH:18][n:19]([S:20](=[O:21])(=[O:22])[c:23]3[cH:24][cH:25][c:26]([CH3:27])[cH:28][cH:29]3)[c:30]3[n:31][cH:32][c:33]([C:34]([F:35])([F:36])[F:37])[cH:38][c:39]23)[n:40]1.[CH3:41][CH:42]([NH2:43])[CH:44]1[CH2:45][CH2:46][N:47]([C:48](=[O:49])[O:50][C:51]([CH3:52])([CH3:53])[CH3:54])[CH2:55][CH2:56]1.[CH3:57][CH2:58][N:59]([CH:60]([CH3:61])[CH3:62])[CH:63]([CH3:64])[CH3:65]>>Cc1ccc(S(=O)(=O)n2cc(-c3nc(NC(C)C4CCN(C(=O)OC(C)(C)C)CC4)ncc3C#N)c3cc(C(F)(F)F)cnc32)cc1 43;;10-9-1.0;10-43-1.0
